,REG,R
E_IQA_Intra(A)-G6,-4.32547702589524,-0.9835137826132391
E_IQA_Intra(A)-G7,-0.06541102255210732,-0.5656493816594325
E_IQA_Intra(A)-G5,-0.4357981711142289,-0.9879442525120893
E_IQA_Intra(A)-G4,-0.13738237007148232,-0.9314947336470468
E_IQA_Intra(A)-G8,0.37168107425693914,0.9622198322885508
E_IQA_Intra(A)-G9,1.8849878415526806,0.9794155911014255
E_IQA_Intra(A)-G3,-1.8715190577146772,-0.8875195497080878
E_IQA_Intra(A)-G2,-3.80731259481818,-0.9573971973305808
E_IQA_Intra(A)-G10,2.6950721905772514,0.989779462484328
E_IQA_Intra(A)-G1,0.009533581075025398,0.7734747809355689
E_IQA_Intra(A)-G11,-0.19222176772651892,-0.9946687614842422
