,REG,R
"VC_IQA(A,B)-G6_G7",0.9606720873251104,0.7811054611419856
"VC_IQA(A,B)-G6_G5",0.2068997468863509,0.4819522514549685
"VC_IQA(A,B)-G6_G4",-0.7118361484197684,-0.8383072304055992
"VC_IQA(A,B)-G6_G8",0.6472631880178814,0.9762753378572246
"VC_IQA(A,B)-G6_G9",-1.4161966370666081,-0.9070585729138324
"VC_IQA(A,B)-G6_G3",1.4568776901770302,0.8193718921368021
"VC_IQA(A,B)-G6_G2",-0.08552253095916315,-0.4240668150911072
"VC_IQA(A,B)-G6_G10",0.12322063736859186,0.4318502864133191
"VC_IQA(A,B)-G6_G1",-0.09050291352724682,-0.9606441341313348
"VC_IQA(A,B)-G6_G11",0.2531471934619261,0.9048693916688175
"VC_IQA(A,B)-G6_G6",-3.0330328689880472,-0.4910002678138576
"VC_IQA(A,B)-G7_G7",-0.15674246037790757,-0.5489109067393391
"VC_IQA(A,B)-G7_G5",-0.17655154548681046,-0.6671564941322964
"VC_IQA(A,B)-G7_G4",0.12058003192242485,0.6522680003939724
"VC_IQA(A,B)-G7_G8",-0.6829159123718388,-0.9926089372814232
"VC_IQA(A,B)-G7_G9",0.7173317872871273,0.8508348453483586
"VC_IQA(A,B)-G7_G3",-0.45272247668376997,-0.7724641834113736
"VC_IQA(A,B)-G7_G2",-0.1856849655146654,-0.7766660114325566
"VC_IQA(A,B)-G7_G10",-0.031208252054797752,-0.13614601081267177
"VC_IQA(A,B)-G7_G1",0.02540181892114577,0.8877293959802549
"VC_IQA(A,B)-G7_G11",-0.16794857152750536,-0.8747884822337207
"VC_IQA(A,B)-G5_G5",-0.05427775075208157,-0.44006469265156894
"VC_IQA(A,B)-G5_G4",0.29302522626668764,0.9598959081203785
"VC_IQA(A,B)-G5_G8",-0.26277209467476614,-0.8117587705213326
"VC_IQA(A,B)-G5_G9",0.688201762619488,0.971575054651382
"VC_IQA(A,B)-G5_G3",-0.5812868667391368,-0.8888044630930904
"VC_IQA(A,B)-G5_G2",-0.04201140074792247,-0.3111981224094217
"VC_IQA(A,B)-G5_G10",-0.06036199219350932,-0.7781303570856603
"VC_IQA(A,B)-G5_G1",0.03012584826770623,0.9201470317394809
"VC_IQA(A,B)-G5_G11",-0.1474828355276972,-0.9188846699268262
"VC_IQA(A,B)-G4_G4",0.558330285131638,0.8975811745276299
"VC_IQA(A,B)-G4_G8",-0.08908124342170155,-0.21410657456733975
"VC_IQA(A,B)-G4_G9",0.7928313142018018,0.8514905559532921
"VC_IQA(A,B)-G4_G3",-2.4559373313265245,-0.9536696819680522
"VC_IQA(A,B)-G4_G2",0.4412357427813721,0.9193422017501885
"VC_IQA(A,B)-G4_G10",-0.03197311042593551,-0.11816746300459544
"VC_IQA(A,B)-G4_G1",0.10024459410279753,0.9902795355746306
"VC_IQA(A,B)-G4_G11",-0.14901544927057356,-0.9707527490527837
"VC_IQA(A,B)-G8_G8",0.2110333890393487,0.38388910671286997
"VC_IQA(A,B)-G8_G9",-0.43830838368208297,-0.6000555271942171
"VC_IQA(A,B)-G8_G3",-0.4083897176907625,-0.48981989474503085
"VC_IQA(A,B)-G8_G2",-0.5145571935647106,-0.9529397560890849
"VC_IQA(A,B)-G8_G10",0.7704554837897831,0.9894750804609895
"VC_IQA(A,B)-G8_G1",0.026254960764583776,0.3566616666723064
"VC_IQA(A,B)-G8_G11",-0.11927646905097429,-0.9851076737365964
"VC_IQA(A,B)-G9_G9",-0.9244677604685,-0.7969682859097609
"VC_IQA(A,B)-G9_G3",0.027247501765565604,0.039230002761604627
"VC_IQA(A,B)-G9_G2",1.6704641815457666,0.9732800973884301
"VC_IQA(A,B)-G9_G10",-4.357323415173531,-0.9980304474331045
"VC_IQA(A,B)-G9_G1",0.06917307109375544,0.7445433980706969
"VC_IQA(A,B)-G9_G11",0.2664946834722746,0.8839244959486385
"VC_IQA(A,B)-G3_G3",3.9544853566678917,0.9821205505312375
"VC_IQA(A,B)-G3_G2",-1.8476973169476643,-0.7421006071863406
"VC_IQA(A,B)-G3_G10",-0.4791425949131734,-0.6254223134258785
"VC_IQA(A,B)-G3_G1",-0.1672704487726609,-0.882858296286267
"VC_IQA(A,B)-G3_G11",0.34008951423606143,0.9514254822624865
"VC_IQA(A,B)-G2_G10",-0.2553045303440589,-0.56375776443249
"VC_IQA(A,B)-G2_G1",0.14143274940208808,0.7913123252177947
"VC_IQA(A,B)-G2_G11",-0.12336138949187099,-0.7691551214069783
"VC_IQA(A,B)-G2_G2",-3.037826756543436,-0.9608151995677096
"VC_IQA(A,B)-G10_G1",0.03021998702440453,0.374968717241268
"VC_IQA(A,B)-G10_G11",-0.18274782848811633,-0.8432716937080849
"VC_IQA(A,B)-G10_G10",-3.9275744860547195,-0.9909089727931916
"VC_IQA(A,B)-G1_G1",0.05715932098268811,0.8687488358656664
"VC_IQA(A,B)-G1_G11",-0.0427810980957927,-0.912567655974644
"VC_IQA(A,B)-G11_G11",0.06156259461076456,0.31302270987220193
"VX_IQA(A,B)-G6_G7",0.12248639265907349,0.8311795591030976
"VX_IQA(A,B)-G6_G5",0.037970750272508555,0.14286463885764875
"VX_IQA(A,B)-G6_G4",-0.12216162048032622,-0.2801765768194353
"VX_IQA(A,B)-G6_G8",-0.29683531030562677,-0.9446810814294392
"VX_IQA(A,B)-G6_G9",0.25292037104916065,0.6843692507116477
"VX_IQA(A,B)-G6_G3",0.3126411370987834,0.9333938613522346
"VX_IQA(A,B)-G6_G2",-0.2156546587724194,-0.540870468317266
"VX_IQA(A,B)-G6_G10",0.00029564841863682857,0.04467583303590777
"VX_IQA(A,B)-G6_G1",0.0020114186176385038,0.8701134267664203
"VX_IQA(A,B)-G6_G11",0.001204533780997057,0.32576193122338937
"VX_IQA(A,B)-G6_G6",-0.022216447332194404,-0.2579190099569172
"VX_IQA(A,B)-G7_G7",-0.2986029443627221,-0.9430644386282186
"VX_IQA(A,B)-G7_G5",-0.12944052552371765,-0.6455809447951912
"VX_IQA(A,B)-G7_G4",0.002042260302939735,0.10143246837059101
"VX_IQA(A,B)-G7_G8",1.3532907527342104,0.9874304185222573
"VX_IQA(A,B)-G7_G9",-0.556349244642079,-0.8545593825487278
"VX_IQA(A,B)-G7_G3",0.0011984394503974918,0.132853235339769
"VX_IQA(A,B)-G7_G2",-0.009380018150195575,-0.6257908914640176
"VX_IQA(A,B)-G7_G10",-0.00913809937370131,-0.7171078652078497
"VX_IQA(A,B)-G7_G1",4.059776643058946e-05,0.5554828150301735
"VX_IQA(A,B)-G7_G11",0.0055493439272299066,0.8198846117814262
"VX_IQA(A,B)-G5_G5",-0.003300653717605152,-0.04834733159215115
"VX_IQA(A,B)-G5_G4",0.07122476190607702,0.5773363510986073
"VX_IQA(A,B)-G5_G8",-0.0055583732650331934,-0.7737626895375257
"VX_IQA(A,B)-G5_G9",0.4842825323663922,0.9260479146406464
"VX_IQA(A,B)-G5_G3",-0.1675737281675915,-0.9365273763758967
"VX_IQA(A,B)-G5_G2",0.021485923543825527,0.6747296786979854
"VX_IQA(A,B)-G5_G10",0.016251933333679476,0.8952136717723913
"VX_IQA(A,B)-G5_G1",-0.003021871435494628,-0.8773846462599072
"VX_IQA(A,B)-G5_G11",0.0014752155064219963,0.9206005810464784
"VX_IQA(A,B)-G4_G4",0.21089052459631982,0.9315331150444095
"VX_IQA(A,B)-G4_G8",-0.004427111801754491,-0.734901131302558
"VX_IQA(A,B)-G4_G9",0.02429492222056144,0.9976023083695127
"VX_IQA(A,B)-G4_G3",0.33599922580105185,0.8668228545365543
"VX_IQA(A,B)-G4_G2",0.18390449273873166,0.7997623347846277
"VX_IQA(A,B)-G4_G10",0.0016215434968980277,0.9673371455205729
"VX_IQA(A,B)-G4_G1",0.06830494977729769,0.7182062452547594
"VX_IQA(A,B)-G4_G11",0.0004806822058577645,0.19969025902924253
"VX_IQA(A,B)-G8_G8",-0.08441844789312361,-0.37359741178690126
"VX_IQA(A,B)-G8_G9",-0.1706146762448202,-0.2755750799532968
"VX_IQA(A,B)-G8_G3",-0.1454048953838925,-0.48491899607158295
"VX_IQA(A,B)-G8_G2",-0.6406314983998279,-0.6748711162071267
"VX_IQA(A,B)-G8_G10",0.0545015048082049,0.17283313306584658
